,wpm,wpm,err_lev_dist,err_lev_dist,err_lev_dist,gaze_shift_kb_to_txt,gaze_shift_kb_to_txt,gaze_shift_kb_to_txt,n_backspace,n_backspace,n_backspace,immediate_backspace,immediate_backspace,immediate_backspace,delay_backspace,delay_backspace,delay_backspace,proportion_gaze_kb,proportion_gaze_kb,proportion_gaze_kb,n_fixations_freq,n_fixations_freq,n_fixations_freq,finger_travel_dist,finger_travel_dist,finger_travel_dist
,mean,std,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
sentence_id,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6.31724954505,1.2646401542305168,1.65,4.826189517948698,20,12.8,3.4883263970895237,20,2.9,2.381949665825522,20,0.85,0.9880869341680844,20,0.75,0.8506963092234007,20,0.26118318435000004,0.0558941826386161,20,35.5,9.282127705264678,20,1644.7847862949998,557.1993818951033,20
2,9.8080950415,2.191765953772681,2.1153846153846154,5.271257330671103,26,13.423076923076923,5.947591626351472,26,2.923076923076923,5.191709367236013,26,0.5769230769230769,0.7575263387144725,26,0.8461538461538461,1.2866175093572354,26,0.40302221626923074,0.05902105620054339,26,37.84615384615385,12.898658248646818,26,991.7298110523078,412.6615743906437,26
3,7.760209022615386,1.8676783731383069,2.3846153846153846,4.875054240329418,26,10.384615384615385,4.716582856915994,26,2.0384615384615383,2.690438911862066,26,0.5,0.648074069840786,26,0.46153846153846156,0.7605665904189707,26,0.3374575589230769,0.07715364396140832,26,29.423076923076923,10.878136152569803,26,1029.8618013423077,482.232506020038,26
4,5.574055879772728,2.006039178997046,1.5909090909090908,4.159430946760121,22,11.909090909090908,5.317617537681351,22,4.318181818181818,5.11195017894684,22,0.7272727272727273,0.8827348295047496,22,1.1818181818181819,1.4682793180604827,22,0.23253225622727272,0.06319554596284602,22,31.136363636363637,11.3317735111981,22,1764.631793890909,786.2890847210192,22
5,7.812865163777779,2.0573396293549204,3.6296296296296298,6.867695549836361,27,12.851851851851851,5.4115524837979985,27,4.407407407407407,3.7133776793067774,27,1.1111111111111112,0.9740215340114143,27,1.1111111111111112,1.1547005383792517,27,0.35029520585185175,0.0659148615659608,27,34.074074074074076,14.860701727726584,27,1157.5464786333337,595.0272642035499,27
6,8.367241923166667,1.9829370217537081,3.3333333333333335,7.2811051876499615,24,14.5,5.868115763061909,24,3.9166666666666665,4.02077936060494,24,1.1666666666666667,0.9168313422570846,24,0.9583333333333334,1.1220775245117836,24,0.3683724351666666,0.06759906192876966,24,41.041666666666664,15.224348823560542,24,1394.8273389820833,599.7262447137362,24
7,7.134971464375,2.3753885792033036,1.78125,5.210005108040341,32,12.90625,5.101292530709347,32,4.15625,6.70151343041738,32,0.96875,1.1495967034769894,32,0.84375,1.5263148747143211,32,0.31363740815624996,0.09929837939169635,32,36.09375,11.971361997054307,32,1570.8872088246874,897.2692753808442,32
8,8.307136708962961,2.377216035821912,3.0,5.987165760704629,27,14.703703703703704,6.150764898117049,27,4.2592592592592595,4.760353837790701,27,0.9259259259259259,1.3846945213219115,27,1.1111111111111112,1.281025230440697,27,0.36039886207407396,0.05693086918433147,27,40.55555555555556,14.521425373281883,27,1212.2367411555558,523.281871071201,27
9,9.155744532545455,2.1198230069418202,0.13636363636363635,0.6396021490668313,22,12.136363636363637,4.432514652788657,22,3.090909090909091,3.421348813790799,22,0.7272727272727273,0.7672969364884684,22,0.8181818181818182,0.906923823984585,22,0.3795753357272727,0.06267039136903747,22,33.72727272727273,8.293323867980845,22,940.3131953272731,235.5403039766153,22
10,7.985004183923077,2.161434280687336,1.1538461538461537,3.6844788797582506,26,11.346153846153847,3.94909921569269,26,3.8461538461538463,4.16357834265006,26,0.46153846153846156,0.7060180864974624,26,1.0384615384615385,0.9992304731449789,26,0.34711462761538464,0.07211360081538352,26,29.423076923076923,9.091416069779568,26,989.5393204692307,412.99859558493625,26
11,6.248727601821428,2.4753108844762663,3.7857142857142856,7.852138858685872,28,13.357142857142858,6.296467473552344,28,3.75,3.912231531435167,28,0.6785714285714286,0.9048663264720755,28,0.9642857142857143,1.0708993401928106,28,0.2899348213571429,0.06427537222107219,28,36.67857142857143,16.395694040472428,28,1587.2843255842856,833.0953842047397,28
12,8.637241692548386,1.9306060238910379,1.7096774193548387,5.15876954571596,31,13.548387096774194,4.617637994165555,31,3.838709677419355,4.831126674621206,31,0.6451612903225806,0.8774351674729475,31,1.032258064516129,1.3034280690482294,31,0.37281464119354835,0.06041951916095029,31,37.806451612903224,11.23215430461052,31,1089.7634456319356,419.42935419436725,31
13,7.910416720800002,2.364956693569576,2.2,6.110477152766612,30,14.933333333333334,5.212275519574347,30,2.966666666666667,3.1015383650512947,30,0.6666666666666666,0.802295557085754,30,0.8,0.9965457582448795,30,0.3390379332666667,0.054817469784699875,30,40.36666666666667,13.105627465496179,30,1281.1578953433336,492.89559184752414,30
14,9.068013121124999,1.9395744650274667,4.125,7.003570517957251,16,13.5,5.046450898073483,16,3.5625,2.4757153848265085,16,0.9375,0.9287087810503355,16,0.9375,0.6800735254367721,16,0.36280820606249997,0.058567932299838206,16,35.6875,13.103275671881951,16,1024.993765425,467.3280225997518,16
15,8.545958366599997,2.5173501467384627,1.64,4.357751713900185,25,13.28,4.382921400162226,25,5.36,7.532595834106593,25,0.68,0.6271629240742259,25,1.4,1.632993161855452,25,0.40125740355999995,0.060995918691817516,25,35.72,10.330053242844393,25,933.4868715639999,324.6075274903917,25
16,8.856324189357142,1.7504702626363304,0.0,0.0,14,12.5,4.58677027312918,14,1.8571428571428572,2.1788191176076883,14,0.42857142857142855,0.5135525910130955,14,0.6428571428571429,0.9287827316640649,14,0.3590189139285714,0.04915139526101959,14,33.857142857142854,8.456741897236991,14,1053.361766742857,303.11524118582935,14
17,6.617406178388888,2.4042371256135513,1.8333333333333333,4.576336650953155,36,12.166666666666666,4.687369045789819,36,3.138888888888889,4.00822566927974,36,0.5277777777777778,0.7362496126066839,36,0.9444444444444444,1.2175958617454654,36,0.27965846,0.08262776504707169,36,32.138888888888886,9.91723687836422,36,1509.7843817361113,680.9719388355661,36
18,9.914575827909092,2.1873897069061954,3.6363636363636362,6.658653192475363,22,13.5,4.574775560458833,22,1.7727272727272727,1.8239626714491244,22,0.5909090909090909,0.5903260526902472,22,0.45454545454545453,0.5958006000151015,22,0.37698386490909086,0.06943657322989968,22,36.40909090909091,12.29656975361941,22,1045.8665029859092,513.8662842069841,22
19,9.42190041059259,2.2124848484371156,1.7037037037037037,5.304677288921649,27,14.222222222222221,4.440489693485248,27,4.666666666666667,4.898979485566357,27,1.0,0.8770580193070292,27,1.2222222222222223,1.6012815380508714,27,0.42078321977777783,0.06508068215671614,27,41.55555555555556,11.933576848969318,27,1039.0469243555553,367.9241493136859,27
20,9.773808028032258,2.5860222042598675,2.4838709677419355,5.104710032521831,31,14.129032258064516,4.937893852537206,31,4.032258064516129,4.868154140039405,31,1.064516129032258,1.2092830898502838,31,0.967741935483871,1.2512359481126898,31,0.43050460170967736,0.07284364248652685,31,39.83870967741935,11.69357879121001,31,891.1276672935487,373.60229883276696,31
21,9.191077779750001,1.8518070347509112,2.35,5.441313695868132,20,15.0,5.291502622129181,20,4.9,4.506136167260676,20,1.1,1.252366181526625,20,1.15,0.9333020044867297,20,0.4134796129500001,0.06310119741779563,20,42.0,13.038404810405298,20,1000.226432195,305.7685641272254,20
22,8.85517774703846,2.0877534326539644,1.3846153846153846,2.728764160962586,26,14.692307692307692,4.461114038167873,26,4.3076923076923075,4.602340541674254,26,0.7307692307692307,0.7243033788512827,26,1.2307692307692308,1.4507292595847732,26,0.3597334471923077,0.056089743728823825,26,40.42307692307692,9.407116782194539,26,1220.9166797538464,322.53989874959376,26
23,7.811538087225807,2.0146138518617773,3.5161290322580645,7.150156025066565,31,15.096774193548388,5.6883204241069105,31,4.967741935483871,5.9468976279947405,31,1.1290322580645162,1.1177935254739122,31,1.2580645161290323,1.6323345640622384,31,0.3788875768387097,0.06500389418302618,31,41.67741935483871,14.743104821744511,31,1274.0008713461293,574.7616250793023,31
24,9.400793139666666,3.334121942182672,3.5,6.801534353748233,24,13.625,6.113509630318742,24,3.5,3.5874176251715246,24,0.75,1.4521348601882378,24,0.875,0.9469631093315001,24,0.40540149724999996,0.07490946790502621,24,34.208333333333336,14.622731460377672,24,814.3060447624999,328.17953155802104,24
25,6.885481832142858,1.772077982169269,1.8214285714285714,5.077572848492282,28,15.178571428571429,5.564793906060782,28,5.25,5.37914353639919,28,0.9285714285714286,0.8575836609041332,28,1.3928571428571428,1.3700307029348384,28,0.31137511850000005,0.05409787202958334,28,42.142857142857146,12.252631722490648,28,1676.5604404749997,807.0318018523175,28
26,9.04445689089655,3.307224064802198,1.896551724137931,5.07335355126741,29,13.689655172413794,5.162387655476749,29,4.103448275862069,3.9582177409446624,29,1.1379310344827587,0.9533451605131752,29,0.9310344827586207,1.099708873252976,29,0.40610021420689646,0.08187568655708373,29,36.96551724137931,12.608055131033973,29,1061.5607952637931,617.3375491512277,29
27,8.177786723839999,2.3610211632256233,2.68,5.602975400029285,25,11.68,5.088549236603035,25,3.36,4.395831358609351,25,0.88,1.2013880860626733,25,0.76,1.0115993936995678,25,0.34828917064000003,0.06096557492286993,25,29.96,12.414641893076631,25,954.8539089932,452.5822722831193,25
28,6.378541426423075,1.6096310283273485,0.4230769230769231,1.0265700920278915,26,15.23076923076923,4.420929244470599,26,2.9615384615384617,3.0262950184113806,26,0.8461538461538461,0.9671528397231822,26,0.7692307692307693,1.0318020084373671,26,0.2602672875,0.05665235908419469,26,39.84615384615385,7.708137558151426,26,1753.4566291923074,431.3589432414726,26
29,6.907335978741937,1.797626369058017,1.6774193548387097,4.460097882141104,31,14.225806451612904,4.645497299675281,31,3.838709677419355,6.000537610323197,31,1.0,1.1547005383792515,31,0.8709677419354839,1.024432704276566,31,0.3033487739032257,0.057333454202586474,31,39.41935483870968,10.314307840885842,31,1559.3994007677416,549.6654392182619,31
30,9.3995377155,3.200257282384162,2.5,5.445320481984063,34,11.588235294117647,5.8159532273703,34,3.6470588235294117,4.38925929377043,34,0.6470588235294118,0.8121185516225343,34,1.0294117647058822,1.3367825261730646,34,0.4288834017941177,0.06931796621989116,34,31.11764705882353,14.212168720868945,34,755.9495076626472,391.6698940979509,34
31,6.489516040214284,1.7468653281164128,2.25,5.628136985355449,28,13.428571428571429,5.080307452263476,28,3.392857142857143,3.1895580294580665,28,0.6428571428571429,0.9114207758701962,28,0.8928571428571429,0.9164862737363227,28,0.27672623467857144,0.06076956776999899,28,37.785714285714285,12.038078912988729,28,1676.0432299642855,676.0366141657712,28
32,7.985687986399998,2.095817331056267,1.1,3.401238164644102,20,12.4,3.6331804249169903,20,2.9,2.9361629095775577,20,0.7,0.9787209698591859,20,0.7,0.7326950970650465,20,0.3324835321,0.0740853271047863,20,34.8,8.376659301453747,20,1282.026730455,472.088328018913,20
33,9.083164089173914,2.852194521076659,2.6956521739130435,4.93995567341813,23,15.0,4.369314487526515,23,4.695652173913044,5.57131274402179,23,0.9565217391304348,0.824525255667285,23,1.173913043478261,1.402989467758157,23,0.3811655375652175,0.083456025129504,23,40.30434782608695,11.327499854973597,23,1225.864957852174,531.8090133475372,23
34,6.499797791172414,1.6926396491258628,2.8275862068965516,5.278453273973091,29,12.551724137931034,5.032652005344354,29,3.2758620689655173,3.3262650839743664,29,0.9310344827586207,0.593478515844064,29,0.7586206896551724,0.950758058971633,29,0.2718657179310345,0.06206996608839196,29,33.37931034482759,11.586364501625692,29,1489.052984668965,555.2617354853627,29
35,8.932552353319998,2.494173574153294,2.28,5.549174112724643,25,13.0,6.519202405202649,25,5.52,8.751761727408566,25,0.92,0.9092121131323905,25,1.12,1.7635192088548397,25,0.3796300554399999,0.06246104726145788,25,35.72,14.71541142249626,25,997.8925395919999,414.20129340209013,25
36,8.071630886181818,1.9919651930880498,3.727272727272727,6.511395272771297,22,13.818181818181818,4.982219467517547,22,3.1818181818181817,3.347157481126814,22,0.7727272727272727,0.8691439785278704,22,0.9545454545454546,1.0900971004051374,22,0.3545635446818181,0.08185508086662222,22,38.36363636363637,12.148076291156455,22,1319.8173691000002,642.5620756826721,22
37,9.062542856399999,2.4338865839588855,1.8,4.377975178854566,25,13.0,4.856267428111154,25,2.52,2.5839246635044657,25,1.0,0.8164965809277261,25,0.6,0.8660254037844386,25,0.3789439876800001,0.08267532956811655,25,33.48,10.793979803575695,25,972.358016692,456.3206217157966,25
38,10.192539310999999,3.097699355698724,2.923076923076923,5.823559577599095,26,14.192307692307692,4.716093559455586,26,4.961538461538462,5.310222362430932,26,0.5769230769230769,0.9021342216356465,26,1.4230769230769231,1.4470128381759968,26,0.4647095651153845,0.06582470956283652,26,38.96153846153846,11.424467669806832,26,781.6773919807692,252.5842390906116,26
39,6.689047067039999,1.917514076216209,1.24,4.0648903224236355,25,12.64,4.376832949367232,25,4.76,7.107976739785615,25,0.6,0.7071067811865475,25,1.12,1.6155494421403511,25,0.2734221434400001,0.0468284044021793,25,34.12,9.905049217444606,25,1486.4901199160001,491.6322098121462,25
40,5.9659162716086955,2.4747595127387845,0.0,0.0,23,11.26086956521739,2.847924145190474,23,3.217391304347826,5.160659944928912,23,0.4782608695652174,0.6653478391304605,23,0.782608695652174,1.1263989983825946,23,0.24998222200000003,0.08461554304106299,23,31.17391304347826,6.793393675362743,23,1664.2369004000002,679.6596240527889,23
41,7.556080462055557,2.5792938663573692,2.111111111111111,5.465279594471964,18,11.444444444444445,4.355148707155463,18,2.4444444444444446,3.853527371462979,18,0.5555555555555556,0.7047921864945659,18,0.6666666666666666,1.0289915108550531,18,0.3467685139444444,0.06761385023305047,18,32.27777777777778,11.338666565214984,18,1034.440863905,449.6446224242401,18
42,8.25259720683871,2.5797007971624972,3.3870967741935485,6.221882991264723,31,11.741935483870968,5.561580961893743,31,3.161290322580645,3.2873167801267993,31,0.7741935483870968,0.9560222249632359,31,0.9354838709677419,1.0625592962581036,31,0.3882127660000001,0.06704911299834938,31,31.548387096774192,12.919852191304718,31,930.4149257593549,418.8785840535071,31
43,7.116032081928573,2.267287311057741,1.4642857142857142,4.517309448785268,28,16.321428571428573,4.899384477050996,28,5.214285714285714,8.061601453149244,28,0.8214285714285714,0.9449111825230682,28,1.2857142857142858,1.8828100129788838,28,0.28398426896428575,0.07300734055752048,28,44.07142857142857,12.578431190610823,28,1822.3765985964287,704.5894492014861,28
44,8.137301235294117,1.6379565362107167,1.6470588235294117,3.6732338693341497,17,15.588235294117647,5.466475367288914,17,5.176470588235294,6.002450479987809,17,1.0588235294117647,1.028991510855053,17,1.2941176470588236,1.8629514849544844,17,0.34732941317647065,0.03651136853533758,17,41.8235294117647,12.006432099699973,17,1328.3773572235293,385.8601982895841,17
45,9.256485802434783,2.6409108579482883,2.6956521739130435,4.799950592631096,23,13.565217391304348,4.1211879019671205,23,5.217391304347826,5.599971767291903,23,1.0,0.9045340337332909,23,1.434782608695652,1.7009646182125797,23,0.41895880626086957,0.0709063380095129,23,35.73913043478261,10.1632913034399,23,870.0432981913043,447.3133916463406,23
46,10.596922745448271,2.5965921355133674,1.9655172413793103,4.2467025747773635,29,12.310344827586206,4.209711970770363,29,4.0344827586206895,4.499863161575738,29,0.8275862068965517,1.0024600283175304,29,1.103448275862069,1.080503440405936,29,0.4605216111034482,0.05286933953254411,29,33.793103448275865,10.272638103041453,29,687.2363247344829,204.88935660977734,29
47,6.742464071074074,2.847247756813463,4.2592592592592595,7.063408376395769,27,14.148148148148149,7.003865436609349,27,4.148148148148148,4.974579253207123,27,1.0,0.8320502943378437,27,1.037037037037037,1.5806882989936688,27,0.27743378244444444,0.07901698316890382,27,38.51851851851852,16.296225071069422,27,1822.9633917685192,1022.2792224893002,27
48,8.30282869405263,2.625501673855644,4.684210526315789,6.675432833065728,19,14.736842105263158,7.178997959040414,19,5.578947368421052,6.021404316396671,19,1.3157894736842106,1.3764944032233706,19,1.368421052631579,1.706540565516796,19,0.3872901516842105,0.06022613496175451,19,39.21052631578947,17.258102597422404,19,1118.5026275421053,581.8501301265453,19
49,7.892751853000001,1.827369584516683,0.56,2.8,25,13.64,5.64859864627207,25,3.16,3.5902646142032486,25,1.08,1.0770329614269007,25,0.72,0.9797958971132712,25,0.35246638395999996,0.05525516785791971,25,38.88,11.95589115596714,25,1265.80390576,403.5714046993802,25
50,8.823089346863636,3.0034736542920157,3.8181818181818183,6.529321146339383,22,12.272727272727273,5.426406494715213,22,6.0,7.348469228349534,22,0.9090909090909091,1.019294382875251,22,1.4090909090909092,1.790426682561368,22,0.3891922310909091,0.08327003186624372,22,34.86363636363637,14.26048638235989,22,1005.8579331227272,463.7878351591984,22
51,7.830402440411766,1.4841735793297255,1.2941176470588236,5.335783750799325,17,16.058823529411764,5.153525349642879,17,3.0588235294117645,2.70348359148188,17,0.7647058823529411,0.8313702367707394,17,0.8235294117647058,0.951005659660279,17,0.33475471270588236,0.06576359588957496,17,45.411764705882355,12.28850491073574,17,1571.674358772353,573.0378605409693,17
52,9.520210842266666,2.3369106145995038,2.933333333333333,6.107843082990653,30,13.8,6.093523979009078,30,4.466666666666667,6.246286252968478,30,0.7666666666666667,0.8976341829703132,30,1.1666666666666667,1.2887666740841357,30,0.40665356916666656,0.07012109548455961,30,38.833333333333336,14.899857285438564,30,950.6651624066668,485.6965364780183,30
53,9.463725199666662,2.9035849133134515,1.1666666666666667,3.5816995167896803,36,12.805555555555555,4.400126260814695,36,4.694444444444445,6.145007006595771,36,0.8055555555555556,0.9507724512038902,36,1.2222222222222223,1.6232438618151726,36,0.3957202545555556,0.07811823843910808,36,33.5,10.151706401248157,36,960.3780739805557,299.31321174590624,36
54,8.238989192129031,1.5504445347189686,1.1290322580645162,3.730432821035391,31,15.548387096774194,3.80209336793491,31,3.774193548387097,3.4996159543522762,31,1.1935483870967742,0.9804541409880653,31,1.032258064516129,1.1967698460924427,31,0.3573362661612903,0.0594756298087958,31,42.58064516129032,9.32299734902314,31,1365.2786986987096,438.55526858628775,31
55,8.613686689250002,2.6932444764898915,1.15625,2.7132812536282196,32,16.125,4.647232960972409,32,4.75,5.067289152479727,32,0.90625,1.227622275625896,32,1.21875,1.33765261414503,32,0.3782820607500001,0.08394405946867167,32,44.25,9.611820679465131,32,1311.5998190375,517.3169242055494,32
56,6.449002836242426,2.477687762656881,3.303030303030303,6.038857758740723,33,11.787878787878787,4.998484618846844,33,2.484848484848485,3.09355390410055,33,0.5454545454545454,0.7537783614444091,33,0.6666666666666666,1.0206207261596574,33,0.27932142509090907,0.11012776841019278,33,32.121212121212125,11.92884522847239,33,1681.7749093048487,1002.7976746100917,33
57,5.24785427112,1.9216734104402868,1.96,4.334743360338649,25,11.44,4.708856903042747,25,3.64,3.8392707640904935,25,0.56,1.003327796219494,25,1.08,1.1874342087037917,25,0.22315685752,0.07989711665047984,25,31.48,11.605027646096612,25,2010.2012119639999,863.4472051550307,25
58,7.562087845894738,3.1092287547879818,2.789473684210526,5.8269388510837326,19,15.052631578947368,5.8354632702937455,19,3.6315789473684212,4.00292290868379,19,0.7894736842105263,1.134261745631201,19,1.0526315789473684,1.0787690624311024,19,0.3343869653157895,0.08001842960388122,19,38.36842105263158,15.26874267659183,19,1357.3200914221052,807.1312653021857,19
59,8.16457960865,2.4689088315440317,1.8,5.074186478742443,20,14.45,4.418561328139094,20,3.8,3.9283048439967616,20,0.9,0.6407232755171874,20,1.0,1.1697953037312037,20,0.3720397824000001,0.09749449425088468,20,40.05,11.080922439276577,20,1268.9788743699999,627.5315205815474,20
60,7.244686310473685,2.3937778608533704,2.3684210526315788,5.469212073210764,19,14.157894736842104,5.002923122143881,19,5.105263157894737,5.943200941151207,19,0.6842105263157895,1.0568628408301075,19,1.368421052631579,1.862212731486374,19,0.336470021368421,0.06058836629805536,19,38.36842105263158,12.428509011836857,19,1250.5328748173688,565.20136182258,19
61,9.058605990888887,1.9928712495645369,1.0,3.757345746510897,18,16.944444444444443,5.240927423790365,18,4.944444444444445,5.556895263303085,18,0.7777777777777778,0.9428090415820634,18,1.5,1.790497794732285,18,0.3859904648333334,0.0408343887527501,18,45.72222222222222,11.625557826239643,18,1250.7346762833336,325.72005501909064,18
62,6.685516994458332,3.1783780882753456,2.8333333333333335,6.670288871045122,24,14.125,5.899981576979343,24,3.9166666666666665,4.853655428076117,24,0.9166666666666666,1.0598058340078627,24,0.9583333333333334,1.2328534123049197,24,0.3169039998749999,0.08395234237579004,24,38.083333333333336,14.476117263081724,24,1607.6231315866664,1048.758194360029,24
63,8.378031808588235,2.2643537742235154,0.7647058823529411,2.90537028114976,17,12.705882352941176,4.027479141509502,17,2.411764705882353,2.6234238965856185,17,1.0588235294117647,1.1440382552221602,17,0.35294117647058826,0.6063390625908325,17,0.354648660235294,0.07513774604352132,17,35.11764705882353,9.10962645324423,17,1202.1096119999997,476.8655969231766,17
64,10.727739700208334,2.398828210387916,2.4166666666666665,5.516116045904406,24,14.208333333333334,5.477060197386651,24,3.75,4.183300132670378,24,0.8333333333333334,0.8681147322824311,24,0.9166666666666666,1.2481870911416901,24,0.4709615317083333,0.06273592993981042,24,39.208333333333336,13.104858596741122,24,782.9431472495834,280.2280900985551,24
65,6.44131463248,2.7798064393928263,2.64,5.015642198828249,25,11.88,4.18648619568567,25,4.28,5.99666574022598,25,0.68,0.8020806277010644,25,1.16,1.572683481611393,25,0.25602529396,0.08064589397260573,25,30.96,9.850888284819801,25,1577.6401891160003,1218.0623459662397,25
66,8.9216306015,2.821806157451935,0.6363636363636364,1.9650628136199266,22,11.681818181818182,3.4694086724968756,22,4.045454545454546,4.932663462184384,22,0.8636363636363636,0.7101612523427367,22,1.0909090909090908,1.4770978917519928,22,0.4071692680454546,0.08684656162835643,22,32.81818181818182,7.768289409279261,22,891.661065540909,399.34551442867485,22
67,8.60519376635,1.8678306121039043,1.55,3.203205631205945,20,13.25,2.4894514297436356,20,4.15,4.498830257323622,20,0.75,0.9104654680003259,20,1.1,0.9679060415469871,20,0.38231763675,0.06552006917804254,20,35.9,5.618578205616753,20,986.9605938500001,389.3350562067162,20
68,8.04936789637037,2.3594232366297603,0.8888888888888888,3.214550253664318,27,12.185185185185185,4.446580683185652,27,2.6296296296296298,4.289057168657395,27,0.5925925925925926,0.9306432539361504,27,0.6666666666666666,1.1435437497937313,27,0.31820089777777766,0.08260177480940077,27,33.333333333333336,10.09950493836208,27,1258.2062731962963,434.993115461682,27
69,7.413779382526317,2.525838654148496,3.6842105263157894,6.658767249765508,19,14.947368421052632,5.115050604838477,19,4.947368421052632,6.0688062546702835,19,1.6842105263157894,1.4549773415168656,19,0.9473684210526315,1.26814318375447,19,0.344454978631579,0.09442014586000703,19,40.68421052631579,14.01210838120194,19,1528.3004129894734,973.102411069902,19
70,8.113287319647057,2.450801185084022,1.8823529411764706,5.453007804656716,17,15.588235294117647,4.704503474456839,17,5.882352941176471,8.79547009077099,17,0.9411764705882353,0.8993461677306268,17,1.3529411764705883,1.6934128435864448,17,0.35503754899999995,0.08517273733173182,17,42.470588235294116,11.96410071348252,17,1426.6776668,817.8044880357733,17
71,8.1806515054,2.4053341324822717,2.08,5.76570319504337,25,12.48,4.814215062361326,25,2.68,3.105371690045063,25,0.72,0.8426149773176359,25,0.64,0.8602325267042628,25,0.33613777052000005,0.0804826159722688,25,35.12,11.645170672858342,25,1313.089416464,683.5015196576046,25
72,10.4263483848125,2.328255169961533,2.21875,4.82422900408666,32,12.09375,4.81502604421322,32,3.46875,4.007930646170929,32,0.6875,1.0297979758028961,32,0.9375,1.0453429750487977,32,0.45914100562499993,0.05823838678759107,32,32.0,11.589761889062316,32,674.9883534093751,221.15571124708606,32
73,9.43071102935,2.9883272115281763,3.3,6.913754406977442,20,14.15,5.914077763225107,20,7.1,10.300229941224869,20,0.7,0.9233805168766387,20,1.5,1.820930936000652,20,0.40389570085000004,0.0745428383164943,20,38.85,14.550366246068752,20,1066.0050505720003,430.5026666784106,20
74,8.492768554149999,2.631522288865875,1.5,5.010515258722872,20,13.5,3.886549003665686,20,2.15,1.9269556026896006,20,0.8,1.0563093645728086,20,0.55,0.6863327411532597,20,0.36606167775,0.054995005146519824,20,37.6,10.50513658820494,20,1147.84400821,379.77256667077694,20
75,7.023676177656251,2.072833027811831,1.71875,4.952903189039738,32,12.8125,4.582135718410736,32,3.28125,3.887402109544409,32,0.8125,0.9310937030562325,32,0.90625,1.0883362561504661,32,0.30043587606249994,0.08669740553250715,32,33.6875,10.943955468217265,32,1304.8040409593752,598.1651914096618,32
